Name,Directory,Spot,Result,Time
randD30_23.tsl,OPT,SAT,192 ms
randD30_24.tsl,OPT,LTL-UNSAT,33 ms
randD30_25.tsl,OPT,SAT,63 ms
randD30_26.tsl,OPT,SAT,72 ms
randD30_27.tsl,OPT,SAT,82 ms
randD30_28.tsl,OPT,SAT,33 ms
randD30_29.tsl,OPT,SAT,43 ms
randD30_2.tsl,OPT,SAT,52 ms
randD30_30.tsl,OPT,SAT,42 ms
randD30_3.tsl,OPT,SAT,42 ms
randD30_4.tsl,OPT,SAT,33 ms
randD30_5.tsl,OPT,SAT,33 ms
randD30_6.tsl,OPT,SAT,192 ms
randD30_7.tsl,OPT,SAT,53 ms
randD30_8.tsl,OPT,SAT,42 ms
randD30_9.tsl,OPT,SAT,53 ms
randD35_10.tsl,OPT,SAT,32 ms
randD35_11.tsl,OPT,SAT,423 ms
randD35_12.tsl,OPT,SAT,193 ms
randD35_13.tsl,OPT,SAT,32 ms
randD35_14.tsl,OPT,SAT,152 ms
randD35_15.tsl,OPT,SAT,122 ms
randD35_16.tsl,OPT,LTL-UNSAT,42 ms
randD35_17.tsl,OPT,SAT,63 ms
randD35_18.tsl,OPT,SAT,42 ms
randD35_19.tsl,OPT,SAT,212 ms
randD35_1.tsl,OPT,SAT,43 ms
randD35_20.tsl,OPT,SAT,52 ms
randD35_21.tsl,OPT,LTL-UNSAT,22 ms
randD35_22.tsl,OPT,SAT,22 ms
randD35_23.tsl,OPT,SAT,72 ms
randD35_24.tsl,OPT,SAT,132 ms
randD35_25.tsl,OPT,SAT,562 ms
randD35_26.tsl,OPT,SAT,42 ms
randD35_27.tsl,OPT,SAT,92 ms
randD35_28.tsl,OPT,SAT,32 ms
randD35_29.tsl,OPT,SAT,42 ms
randD35_2.tsl,OPT,SAT,52 ms
randD35_30.tsl,OPT,SAT,62 ms
randD35_3.tsl,OPT,SAT,32 ms
randD35_4.tsl,OPT,SAT,82 ms
randD35_5.tsl,OPT,SAT,52 ms
randD35_6.tsl,OPT,SAT,42 ms
randD35_7.tsl,OPT,SAT,52 ms
randD35_8.tsl,OPT,SAT,51 ms
randD35_9.tsl,OPT,LTL-UNSAT,22 ms
randD40_10.tsl,OPT,SAT,212 ms
randD40_11.tsl,OPT,SAT,53 ms
randD40_12.tsl,OPT,SAT,52 ms
randD40_13.tsl,OPT,SAT,32 ms
randD40_14.tsl,OPT,SAT,103 ms
randD40_15.tsl,OPT,SAT,53 ms
randD40_16.tsl,OPT,LTL-UNSAT,43 ms
randD40_17.tsl,OPT,SAT,302 ms
randD40_18.tsl,OPT,LTL-UNSAT,32 ms
randD40_19.tsl,OPT,LTL-UNSAT,33 ms
randD40_1.tsl,OPT,SAT,34 ms
randD40_20.tsl,OPT,SAT,42 ms
randD40_21.tsl,OPT,SAT,52 ms
randD40_22.tsl,OPT,SAT,43 ms
randD40_23.tsl,OPT,SAT,52 ms
randD40_24.tsl,OPT,SAT,42 ms
randD40_25.tsl,OPT,SAT,232 ms
randD40_26.tsl,OPT,SAT,74 ms
randD40_27.tsl,OPT,SAT,42 ms
randD40_28.tsl,OPT,SAT,23 ms
randD40_29.tsl,OPT,SAT,52 ms
randD40_2.tsl,OPT,SAT,182 ms
randD40_30.tsl,OPT,SAT,143 ms
randD40_3.tsl,OPT,SAT,43 ms
randD40_4.tsl,OPT,SAT,32 ms
randD40_5.tsl,OPT,SAT,32 ms
randD40_6.tsl,OPT,SAT,52 ms
randD40_7.tsl,OPT,SAT,42 ms
randD40_8.tsl,OPT,SAT,42 ms
randD40_9.tsl,OPT,SAT,34 ms
randD45_10.tsl,OPT,SAT,72 ms
randD45_11.tsl,OPT,SAT,52 ms
randD45_12.tsl,OPT,SAT,22 ms
randD45_13.tsl,OPT,SAT,682 ms
randD45_14.tsl,OPT,LTL-UNSAT,33 ms
randD45_15.tsl,OPT,SAT,43 ms
randD45_16.tsl,OPT,SAT,42 ms
randD45_17.tsl,OPT,SAT,52 ms
randD45_18.tsl,OPT,SAT,52 ms
randD45_19.tsl,OPT,SAT,3762 ms
randD45_1.tsl,OPT,SAT,62 ms
randD45_20.tsl,OPT,SAT,32 ms
randD45_21.tsl,OPT,SAT,862 ms
randD45_22.tsl,OPT,SAT,22 ms
randD45_23.tsl,OPT,SAT,32 ms
randD45_24.tsl,OPT,SAT,352 ms
randD45_25.tsl,OPT,SAT,82 ms
randD45_26.tsl,OPT,SAT,63 ms
randD45_27.tsl,OPT,SAT,253 ms
randD45_28.tsl,OPT,SAT,173 ms
randD45_29.tsl,OPT,SAT,82 ms
randD45_2.tsl,OPT,SAT,52 ms
randD45_30.tsl,TO,TO,30002 ms
randD45_3.tsl,OPT,SAT,22 ms
randD45_4.tsl,OPT,LTL-UNSAT,32 ms
randD45_5.tsl,OPT,SAT,122 ms
randD45_6.tsl,OPT,SAT,44 ms
randD45_7.tsl,OPT,SAT,51 ms
randD45_8.tsl,OPT,SAT,41 ms
randD45_9.tsl,OPT,SAT,31 ms
randD50_10.tsl,OPT,SAT,21 ms
randD50_11.tsl,OPT,SAT,42 ms
randD50_12.tsl,OPT,SAT,63 ms
randD50_13.tsl,OPT,SAT,4062 ms
randD50_14.tsl,OPT,SAT,333 ms
randD50_15.tsl,OPT,SAT,1904 ms
randD50_16.tsl,OPT,SAT,43 ms
randD50_17.tsl,OPT,SAT,93 ms
randD50_18.tsl,OPT,SAT,43 ms
randD50_19.tsl,OPT,SAT,122 ms
randD50_1.tsl,OPT,SAT,262 ms
randD50_20.tsl,OPT,SAT,6522 ms
randD50_21.tsl,OPT,SAT,282 ms
randD50_22.tsl,OPT,SAT,52 ms
randD50_23.tsl,OPT,SAT,312 ms
randD50_24.tsl,OPT,SAT,72 ms
randD50_25.tsl,OPT,SAT,62 ms
randD50_26.tsl,OPT,SAT,32 ms
randD50_27.tsl,OPT,SAT,52 ms
randD50_28.tsl,OPT,SAT,262 ms
randD50_29.tsl,OPT,SAT,32 ms
randD50_2.tsl,OPT,SAT,142 ms
randD50_30.tsl,OPT,SAT,22 ms
randD50_3.tsl,OPT,SAT,4162 ms
randD50_4.tsl,OPT,SAT,382 ms
randD50_5.tsl,OPT,SAT,42 ms
randD50_6.tsl,OPT,SAT,43 ms
randD50_7.tsl,OPT,SAT,62 ms
randD50_8.tsl,OPT,SAT,282 ms
randD50_9.tsl,OPT,SAT,33 ms
randD5_10.tsl,OPT,SAT,22 ms
randD5_11.tsl,OPT,SAT,22 ms
randD5_12.tsl,OPT,SAT,32 ms
randD5_13.tsl,OPT,SAT,22 ms
randD5_14.tsl,OPT,SAT,22 ms
randD5_15.tsl,OPT,SAT,22 ms
randD5_16.tsl,OPT,SAT,32 ms
randD5_17.tsl,OPT,SAT,32 ms
randD5_18.tsl,OPT,SAT,22 ms
randD5_19.tsl,OPT,SAT,32 ms
randD5_1.tsl,OPT,SAT,32 ms
randD5_20.tsl,OPT,SAT,33 ms
randD5_21.tsl,OPT,SAT,32 ms
randD5_22.tsl,OPT,SAT,22 ms
randD5_23.tsl,OPT,SAT,22 ms
randD5_24.tsl,OPT,SAT,22 ms
randD5_25.tsl,OPT,SAT,32 ms
randD5_26.tsl,OPT,SAT,32 ms
randD5_27.tsl,OPT,SAT,32 ms
randD5_28.tsl,OPT,LTL-UNSAT,23 ms
randD5_29.tsl,OPT,SAT,22 ms
randD5_2.tsl,OPT,SAT,32 ms
randD5_30.tsl,OPT,SAT,23 ms
randD5_3.tsl,OPT,SAT,32 ms
randD5_4.tsl,OPT,SAT,32 ms
randD55_10.tsl,OPT,SAT,262 ms
randD55_11.tsl,OPT,SAT,32 ms
randD55_12.tsl,TO,TO,20252 ms
randD55_13.tsl,OPT,SAT,242 ms
randD55_14.tsl,OPT,SAT,22 ms
randD55_15.tsl,OPT,SAT,32 ms
randD55_16.tsl,OPT,SAT,281 ms
randD55_17.tsl,OPT,SAT,42 ms
randD55_18.tsl,OPT,LTL-UNSAT,42 ms
randD55_19.tsl,OPT,SAT,73 ms
randD55_1.tsl,OPT,SAT,162 ms
randD55_20.tsl,OPT,SAT,92 ms
randD55_21.tsl,OPT,SAT,142 ms
randD55_22.tsl,OPT,SAT,52 ms
randD55_23.tsl,OPT,SAT,122 ms
randD55_24.tsl,OPT,SAT,72 ms
randD55_25.tsl,OPT,SAT,31 ms
randD55_26.tsl,OPT,SAT,152 ms
randD55_27.tsl,OPT,SAT,103 ms
randD55_28.tsl,OPT,SAT,122 ms
randD55_29.tsl,OPT,SAT,53 ms
randD55_2.tsl,OPT,SAT,42 ms
randD55_30.tsl,OPT,SAT,322 ms
randD55_3.tsl,OPT,SAT,53 ms
randD55_4.tsl,OPT,LTL-UNSAT,32 ms
randD55_5.tsl,OPT,SAT,2923 ms
randD55_6.tsl,OPT,SAT,44 ms
randD55_7.tsl,OPT,SAT,72 ms
randD55_8.tsl,OPT,SAT,33 ms
randD55_9.tsl,OPT,SAT,115 ms
randD5_5.tsl,OPT,SAT,23 ms
randD5_6.tsl,OPT,SAT,22 ms
randD5_7.tsl,OPT,SAT,35 ms
randD5_8.tsl,OPT,SAT,22 ms
randD5_9.tsl,OPT,SAT,22 ms
randD60_10.tsl,OPT,SAT,72 ms
randD60_11.tsl,OPT,SAT,733 ms
randD60_12.tsl,OPT,SAT,53 ms
randD60_13.tsl,OPT,SAT,62 ms
randD60_14.tsl,OPT,SAT,32 ms
randD60_15.tsl,OPT,SAT,52 ms
randD60_16.tsl,OPT,SAT,82 ms
randD60_17.tsl,TO,TO,20162 ms
randD60_18.tsl,OPT,SAT,51 ms
randD60_19.tsl,OPT,SAT,52 ms
randD60_1.tsl,OPT,SAT,172 ms
randD60_20.tsl,OPT,SAT,42 ms
randD60_21.tsl,OPT,SAT,4902 ms
randD60_22.tsl,OPT,SAT,52 ms
randD60_23.tsl,OPT,LTL-UNSAT,42 ms
randD60_24.tsl,OPT,SAT,52 ms
randD60_25.tsl,TO,TO,20063 ms
randD60_26.tsl,OPT,SAT,12712 ms
randD60_27.tsl,OPT,SAT,182 ms
randD60_28.tsl,OPT,SAT,32 ms
randD60_29.tsl,OPT,SAT,352 ms
randD60_2.tsl,OPT,SAT,63 ms
randD60_30.tsl,OPT,SAT,302 ms
randD60_3.tsl,OPT,SAT,53 ms
randD60_4.tsl,OPT,SAT,42 ms
randD60_5.tsl,OPT,SAT,53 ms
randD60_6.tsl,OPT,SAT,222 ms
randD60_7.tsl,OPT,UNSAT,613 ms
randD60_8.tsl,OPT,SAT,252 ms
randD60_9.tsl,OPT,SAT,3753 ms
randD65_10.tsl,OPT,SAT,44 ms
randD65_11.tsl,TO,TO,23112 ms
randD65_12.tsl,OPT,SAT,422 ms
randD65_13.tsl,OPT,SAT,142 ms
randD65_14.tsl,OPT,SAT,102 ms
randD65_15.tsl,OPT,SAT,52 ms
randD65_16.tsl,OPT,SAT,1032 ms
randD65_17.tsl,OPT,SAT,1012 ms
randD65_18.tsl,OPT,SAT,5752 ms
randD65_19.tsl,OPT,SAT,43 ms
randD65_1.tsl,OPT,SAT,1402 ms
randD65_20.tsl,OPT,SAT,512 ms
randD65_21.tsl,OPT,SAT,8442 ms
randD65_22.tsl,OPT,SAT,52 ms
randD65_23.tsl,OPT,SAT,292 ms
randD65_24.tsl,TO,TO,30002 ms
randD65_25.tsl,OPT,LTL-UNSAT,43 ms
randD65_26.tsl,OPT,SAT,272 ms
randD65_27.tsl,OPT,SAT,42 ms
randD65_28.tsl,OPT,SAT,103 ms
randD65_29.tsl,OPT,LTL-UNSAT,32 ms
randD65_2.tsl,OPT,SAT,32 ms
randD65_30.tsl,OPT,SAT,22 ms
randD65_3.tsl,OPT,SAT,42 ms
randD65_4.tsl,OPT,SAT,62 ms
randD65_5.tsl,OPT,SAT,42 ms
randD65_6.tsl,OPT,SAT,52 ms
randD65_7.tsl,OPT,SAT,932 ms
randD65_8.tsl,OPT,SAT,103 ms
randD65_9.tsl,OPT,SAT,9532 ms
randD70_10.tsl,OPT,SAT,782 ms
randD70_11.tsl,OPT,SAT,92 ms
randD70_12.tsl,OPT,SAT,72 ms
randD70_13.tsl,TO,TO,30002 ms
randD70_14.tsl,OPT,SAT,2823 ms
randD70_15.tsl,OPT,SAT,452 ms
randD70_16.tsl,OPT,SAT,42 ms
randD70_17.tsl,OPT,SAT,52 ms
randD70_18.tsl,OPT,SAT,132 ms
randD70_19.tsl,OPT,SAT,93 ms
randD70_1.tsl,OPT,SAT,53 ms
randD70_20.tsl,OPT,SAT,72 ms
randD70_21.tsl,OPT,SAT,162 ms
randD70_22.tsl,OPT,SAT,22 ms
randD70_23.tsl,OPT,SAT,982 ms
randD70_24.tsl,OPT,SAT,362 ms
randD70_25.tsl,OPT,SAT,102 ms
randD70_26.tsl,OPT,SAT,23 ms
randD70_27.tsl,OPT,SAT,19122 ms
randD70_28.tsl,OPT,SAT,232 ms
randD70_29.tsl,OPT,SAT,4222 ms
randD70_2.tsl,TO,TO,12353 ms
randD70_30.tsl,OPT,SAT,83 ms
randD70_3.tsl,OPT,SAT,1142 ms
randD70_4.tsl,OPT,SAT,62 ms
randD70_5.tsl,OPT,SAT,42 ms
randD70_6.tsl,OPT,SAT,52 ms
randD70_7.tsl,OPT,SAT,42 ms
randD70_8.tsl,OPT,SAT,122 ms
randD70_9.tsl,OPT,SAT,182 ms
randD75_10.tsl,OPT,LTL-UNSAT,22 ms
randD75_11.tsl,OPT,SAT,252 ms
randD75_12.tsl,OPT,SAT,1992 ms
randD75_13.tsl,OPT,SAT,52 ms
randD75_14.tsl,OPT,SAT,172 ms
randD75_15.tsl,OPT,SAT,123 ms
randD75_16.tsl,OPT,SAT,4092 ms
randD75_17.tsl,OPT,SAT,43 ms
randD75_18.tsl,OPT,SAT,72 ms
randD75_19.tsl,OPT,SAT,781 ms
randD75_1.tsl,OPT,SAT,42 ms
randD75_20.tsl,OPT,SAT,93 ms
randD75_21.tsl,OPT,SAT,112 ms
randD75_22.tsl,OPT,SAT,72 ms
randD75_23.tsl,OPT,SAT,292 ms
randD75_24.tsl,OPT,SAT,142 ms
randD75_25.tsl,TO,TO,30002 ms
randD75_26.tsl,OPT,SAT,83 ms
randD75_27.tsl,OPT,SAT,83 ms
randD75_28.tsl,OPT,SAT,302 ms
randD75_29.tsl,OPT,LTL-UNSAT,43 ms
randD75_2.tsl,OPT,SAT,5042 ms
randD75_30.tsl,OPT,SAT,62 ms
randD75_3.tsl,TO,TO,27642 ms
randD75_4.tsl,OPT,SAT,172 ms
randD75_5.tsl,TO,TO,30002 ms
randD75_6.tsl,OPT,SAT,172 ms
randD75_7.tsl,TO,TO,20783 ms
randD75_8.tsl,OPT,SAT,73 ms
randD75_9.tsl,OPT,SAT,42 ms
randD80_10.tsl,OPT,SAT,1722 ms
randD80_11.tsl,OPT,SAT,7292 ms
randD80_12.tsl,OPT,SAT,262 ms
randD80_13.tsl,OPT,SAT,122 ms
randD80_14.tsl,OPT,SAT,32 ms
randD80_15.tsl,OPT,SAT,94 ms
randD80_16.tsl,OPT,SAT,42 ms
randD80_17.tsl,OPT,SAT,852 ms
randD80_18.tsl,OPT,SAT,52 ms
randD80_19.tsl,OPT,SAT,52 ms
randD80_1.tsl,OPT,SAT,32 ms
randD80_20.tsl,OPT,SAT,52 ms
randD80_21.tsl,OPT,SAT,5853 ms
randD80_22.tsl,OPT,LTL-UNSAT,93 ms
randD80_23.tsl,OPT,SAT,833 ms
randD80_24.tsl,OPT,SAT,182 ms
randD80_25.tsl,TO,TO,30002 ms
randD80_26.tsl,OPT,SAT,182 ms
randD80_27.tsl,OPT,SAT,72 ms
randD80_28.tsl,OPT,SAT,52 ms
randD80_29.tsl,OPT,SAT,93 ms
randD80_2.tsl,OPT,SAT,43 ms
randD80_30.tsl,OPT,SAT,152 ms
randD80_3.tsl,OPT,SAT,33 ms
randD80_4.tsl,OPT,SAT,82 ms
randD80_5.tsl,OPT,SAT,272 ms
randD80_6.tsl,OPT,SAT,23 ms
randD80_7.tsl,TO,TO,20932 ms
randD80_8.tsl,OPT,SAT,182 ms
randD80_9.tsl,OPT,SAT,102 ms
randD85_10.tsl,OPT,SAT,52 ms
randD85_11.tsl,OPT,SAT,2082 ms
randD85_12.tsl,OPT,SAT,132 ms
randD85_13.tsl,OPT,SAT,92 ms
randD85_14.tsl,OPT,SAT,112 ms
randD85_15.tsl,OPT,SAT,423 ms
randD85_16.tsl,OPT,SAT,4222 ms
randD85_17.tsl,OPT,SAT,752 ms
randD85_18.tsl,OPT,SAT,4122 ms
randD85_19.tsl,TO,TO,30002 ms
randD85_1.tsl,OPT,SAT,402 ms
randD85_20.tsl,OPT,SAT,162 ms
randD85_21.tsl,OPT,SAT,8983 ms
randD85_22.tsl,OPT,SAT,192 ms
randD85_23.tsl,OPT,SAT,53 ms
randD85_24.tsl,OPT,SAT,62 ms
randD85_25.tsl,TO,TO,30001 ms
randD85_26.tsl,OPT,SAT,92 ms
randD85_27.tsl,OPT,SAT,1392 ms
randD85_28.tsl,OPT,SAT,42 ms
randD85_29.tsl,OPT,SAT,52 ms
randD85_2.tsl,TO,TO,20912 ms
randD85_30.tsl,OPT,SAT,982 ms
randD85_3.tsl,OPT,SAT,82 ms
randD85_4.tsl,TO,TO,30002 ms
randD85_5.tsl,OPT,SAT,293 ms
randD85_6.tsl,OPT,SAT,1943 ms
randD85_7.tsl,TO,TO,30002 ms
randD85_8.tsl,OPT,SAT,332 ms
randD85_9.tsl,OPT,SAT,72 ms
randD90_10.tsl,TO,TO,30002 ms
randD90_11.tsl,OPT,SAT,102 ms
randD90_12.tsl,OPT,SAT,72 ms
randD90_13.tsl,OPT,SAT,282 ms
randD90_14.tsl,OPT,SAT,112 ms
randD90_15.tsl,OPT,SAT,72 ms
randD90_16.tsl,OPT,SAT,62 ms
randD90_17.tsl,OPT,SAT,1062 ms
randD90_18.tsl,OPT,SAT,22 ms
randD90_19.tsl,OPT,SAT,4062 ms
randD90_1.tsl,OPT,SAT,282 ms
randD90_20.tsl,OPT,SAT,1163 ms
randD90_21.tsl,OPT,SAT,103 ms
randD90_22.tsl,OPT,SAT,92 ms
randD90_23.tsl,OPT,SAT,62 ms
randD90_24.tsl,OPT,SAT,163 ms
randD90_25.tsl,TO,TO,21482 ms
randD90_26.tsl,OPT,LTL-UNSAT,22 ms
randD90_27.tsl,OPT,SAT,52 ms
randD90_28.tsl,OPT,SAT,92 ms
randD90_29.tsl,OPT,SAT,62 ms
randD90_2.tsl,OPT,SAT,262 ms
randD90_30.tsl,OPT,SAT,32 ms
randD90_3.tsl,TO,TO,30002 ms
randD90_4.tsl,OPT,SAT,152 ms
randD90_5.tsl,TO,TO,23682 ms
randD90_6.tsl,TO,TO,30002 ms
randD90_7.tsl,OPT,SAT,10162 ms
randD90_8.tsl,OPT,SAT,332 ms
randD90_9.tsl,OPT,SAT,193 ms
randD95_10.tsl,TO,TO,30002 ms
randD95_11.tsl,OPT,UNSAT,343 ms
randD95_12.tsl,OPT,SAT,112 ms
randD95_13.tsl,OPT,LTL-UNSAT,22 ms
randD95_14.tsl,OPT,SAT,412 ms
randD95_15.tsl,OPT,SAT,112 ms
randD95_16.tsl,OPT,SAT,5002 ms
randD95_17.tsl,TO,TO,20483 ms
randD95_18.tsl,TO,TO,30003 ms
randD95_19.tsl,OPT,SAT,62 ms
randD95_1.tsl,OPT,SAT,62 ms
randD95_20.tsl,TO,TO,20052 ms
randD95_21.tsl,OPT,SAT,62 ms
randD95_22.tsl,OPT,SAT,11162 ms
randD95_23.tsl,OPT,SAT,22 ms
randD95_24.tsl,TO,TO,24002 ms
randD95_25.tsl,OPT,SAT,612 ms
randD95_26.tsl,OPT,SAT,52 ms
randD95_27.tsl,OPT,SAT,5572 ms
randD95_28.tsl,OPT,SAT,143 ms
randD95_29.tsl,OPT,SAT,112 ms
randD95_2.tsl,OPT,SAT,402 ms
randD95_30.tsl,OPT,SAT,82 ms
randD95_3.tsl,OPT,SAT,72 ms
randD95_4.tsl,OPT,SAT,14002 ms
randD95_5.tsl,OPT,SAT,19652 ms
randD95_6.tsl,OPT,SAT,162 ms
randD95_7.tsl,OPT,SAT,1482 ms
randD95_8.tsl,OPT,SAT,72 ms
randD95_9.tsl,OPT,SAT,17552 ms
